ID,Transect,Flag,Species,Pheno,LeafID,Notes,date,count,ID_Species
1.1,1,1,BETNAN,BB,NA,NA,2022-06-09,26,1.1_BETNAN
1.1,1,1,BETNAN,LE,NA,NA,2022-06-09,6,1.1_BETNAN
1.1,1,1,BETNAN,LE,NA,NA,2022-06-13,22,1.1_BETNAN
1.1,1,1,BETNAN,LO,NA,NA,2022-06-13,1,1.1_BETNAN
1.1,1,1,BETNAN,LO,NA,NA,2022-06-15,22,1.1_BETNAN
1.1,1,1,BETNAN,LO,NA,NA,2022-06-18,22,1.1_BETNAN
1.1,1,1,BETNAN,LO,NA,NA,2022-06-20,22,1.1_BETNAN
1.1,1,1,BETNAN,LO,NA,NA,2022-06-22,22,1.1_BETNAN
1.1,1,1,BETNAN,LO,NA,NA,2022-06-24,22,1.1_BETNAN
1.1,1,1,BETNAN,LO,NA,NA,2022-06-27,22,1.1_BETNAN
1.1,1,1,BETNAN,new stem  (mm),NA,NA,2022-06-24,12,1.1_BETNAN
1.1,1,1,BETNAN,new stem  (mm),NA,NA,2022-06-27,15,1.1_BETNAN
1.1,1,1,SALPUL,BB,NA,NA,2022-06-09,6,1.1_SALPUL
1.1,1,1,SALPUL,BB,NA,NA,2022-06-13,3,1.1_SALPUL
1.1,1,1,SALPUL,BB,NA,NA,2022-06-15,3,1.1_SALPUL
1.1,1,1,SALPUL,BB,NA,NA,2022-06-18,3,1.1_SALPUL
1.1,1,1,SALPUL,LE,NA,NA,2022-06-20,3,1.1_SALPUL
1.1,1,1,SALPUL,LO,NA,NA,2022-06-22,3,1.1_SALPUL
1.1,1,1,SALPUL,LO,NA,NA,2022-06-24,3,1.1_SALPUL
1.1,1,1,SALPUL,LO,NA,NA,2022-06-27,3,1.1_SALPUL
1.1,1,1,SALPUL,flowers,NA,NA,2022-06-13,3,1.1_SALPUL
1.1,1,1,SALPUL,flowers,NA,NA,2022-06-15,3,1.1_SALPUL
1.1,1,1,SALPUL,flowers,NA,NA,2022-06-18,2,1.1_SALPUL
1.1,1,1,SALPUL,flowers,NA,NA,2022-06-20,2,1.1_SALPUL
1.1,1,1,SALPUL,flowers,NA,NA,2022-06-22,1,1.1_SALPUL
1.1,1,1,LEDPAL,2,NA,NA,2022-06-09,10,1.1_LEDPAL
1.1,1,1,LEDPAL,3,NA,NA,2022-06-13,11,1.1_LEDPAL
1.1,1,1,LEDPAL,3,NA,NA,2022-06-15,8,1.1_LEDPAL
1.1,1,1,LEDPAL,3,NA,NA,2022-06-18,11,1.1_LEDPAL
1.1,1,1,LEDPAL,4,NA,NA,2022-06-15,3,1.1_LEDPAL
1.1,1,1,LEDPAL,4,NA,NA,2022-06-18,1,1.1_LEDPAL
1.1,1,1,LEDPAL,4,NA,NA,2022-06-20,12,1.1_LEDPAL
1.1,1,1,LEDPAL,4,NA,NA,2022-06-22,12,1.1_LEDPAL
1.1,1,1,LEDPAL,4,NA,NA,2022-06-24,12,1.1_LEDPAL
1.1,1,1,LEDPAL,4,NA,NA,2022-06-27,12,1.1_LEDPAL
1.1,1,1,LEDPAL,sub_4,NA,NA,2022-06-27,12,1.1_LEDPAL
1.1,1,1,LEDPAL,senescing,NA,NA,2022-06-27,7,1.1_LEDPAL
1.1,1,1,VACVIT,4,NA,NA,2022-06-13,8,1.1_VACVIT
1.1,1,1,VACVIT,4,NA,NA,2022-06-15,7,1.1_VACVIT
1.1,1,1,VACVIT,5,NA,NA,2022-06-18,27,1.1_VACVIT
1.1,1,1,VACVIT,5,NA,NA,2022-06-20,27,1.1_VACVIT
1.1,1,1,VACVIT,5,NA,NA,2022-06-22,27,1.1_VACVIT
1.1,1,1,VACVIT,5,NA,NA,2022-06-24,27,1.1_VACVIT
1.1,1,1,VACVIT,5,NA,NA,2022-06-27,27,1.1_VACVIT
1.1,1,1,CARBIG,mm,NA,NA,2022-06-09,35,1.1_CARBIG
1.1,1,1,CARBIG,mm,NA,NA,2022-06-13,22,1.1_CARBIG
1.1,1,1,CARBIG,mm,NA,NA,2022-06-15,24,1.1_CARBIG
1.1,1,1,CARBIG,mm,NA,NA,2022-06-18,50,1.1_CARBIG
1.1,1,1,CARBIG,mm,NA,NA,2022-06-20,52,1.1_CARBIG
1.1,1,1,CARBIG,mm,NA,NA,2022-06-22,55,1.1_CARBIG
1.1,1,1,CARBIG,mm,NA,NA,2022-06-24,48,1.1_CARBIG
1.1,1,1,CARBIG,mm,NA,NA,2022-06-27,50,1.1_CARBIG
1.1,1,1,CARBIG,mm,NA,NA,2022-06-09,44,1.1_CARBIG
1.1,1,1,CARBIG,mm,NA,NA,2022-06-13,49,1.1_CARBIG
1.1,1,1,CARBIG,mm,NA,NA,2022-06-15,51,1.1_CARBIG
1.1,1,1,CARBIG,mm,NA,NA,2022-06-18,66,1.1_CARBIG
1.1,1,1,CARBIG,mm,NA,NA,2022-06-20,72,1.1_CARBIG
1.1,1,1,CARBIG,mm,NA,NA,2022-06-22,76,1.1_CARBIG
1.1,1,1,CARBIG,mm,NA,NA,2022-06-24,55,1.1_CARBIG
1.1,1,1,CARBIG,mm,NA,NA,2022-06-27,55,1.1_CARBIG
1.1,1,1,CARBIG,mm,NA,NA,2022-06-09,46,1.1_CARBIG
1.1,1,1,CARBIG,mm,NA,NA,2022-06-13,55,1.1_CARBIG
1.1,1,1,CARBIG,mm,NA,NA,2022-06-15,64,1.1_CARBIG
1.1,1,1,CARBIG,mm,NA,NA,2022-06-18,76,1.1_CARBIG
1.1,1,1,CARBIG,mm,NA,NA,2022-06-20,85,1.1_CARBIG
1.1,1,1,CARBIG,mm,NA,NA,2022-06-22,92,1.1_CARBIG
1.1,1,1,CARBIG,mm,NA,NA,2022-06-24,82,1.1_CARBIG
1.1,1,1,CARBIG,mm,NA,NA,2022-06-27,90,1.1_CARBIG
1.1,1,1,CARBIG,mm,NA,NA,2022-06-15,52,1.1_CARBIG
1.1,1,1,CARBIG,mm,NA,NA,2022-06-22,92,1.1_CARBIG
1.1,1,1,CARBIG,mm,NA,NA,2022-06-24,95,1.1_CARBIG
1.1,1,1,CARBIG,mm,NA,NA,2022-06-27,90,1.1_CARBIG
1.1,1,1,ERIVAG,mm,O,NA,2022-06-09,84,1.1_ERIVAG
1.1,1,1,ERIVAG,mm,O,NA,2022-06-13,52,1.1_ERIVAG
1.1,1,1,ERIVAG,mm,O,NA,2022-06-15,50,1.1_ERIVAG
1.1,1,1,ERIVAG,mm,O,NA,2022-06-18,55,1.1_ERIVAG
1.1,1,1,ERIVAG,mm,O,NA,2022-06-20,53,1.1_ERIVAG
1.1,1,1,ERIVAG,mm,O,NA,2022-06-22,50,1.1_ERIVAG
1.1,1,1,ERIVAG,mm,O,NA,2022-06-24,50,1.1_ERIVAG
1.1,1,1,ERIVAG,mm,O,NA,2022-06-27,50,1.1_ERIVAG
1.1,1,1,ERIVAG,mm,T,NA,2022-06-13,91,1.1_ERIVAG
1.1,1,1,ERIVAG,mm,T,NA,2022-06-15,94,1.1_ERIVAG
1.1,1,1,ERIVAG,mm,T,NA,2022-06-18,100,1.1_ERIVAG
1.1,1,1,ERIVAG,mm,T,NA,2022-06-20,103,1.1_ERIVAG
1.1,1,1,ERIVAG,mm,T,NA,2022-06-22,102,1.1_ERIVAG
1.1,1,1,ERIVAG,mm,T,NA,2022-06-24,105,1.1_ERIVAG
1.1,1,1,ERIVAG,mm,T,NA,2022-06-27,115,1.1_ERIVAG
1.2,1,2,BETNAN,BB,NA,NA,2022-06-09,23,1.2_BETNAN
1.2,1,2,BETNAN,BB,NA,NA,2022-06-13,3,1.2_BETNAN
1.2,1,2,BETNAN,BB,NA,NA,2022-06-15,5,1.2_BETNAN
1.2,1,2,BETNAN,LE,NA,NA,2022-06-13,19,1.2_BETNAN
1.2,1,2,BETNAN,LE,NA,NA,2022-06-15,17,1.2_BETNAN
1.2,1,2,BETNAN,LE,NA,NA,2022-06-18,12,1.2_BETNAN
1.2,1,2,BETNAN,LE,NA,NA,2022-06-20,9,1.2_BETNAN
1.2,1,2,BETNAN,LE,NA,NA,2022-06-27,1,1.2_BETNAN
1.2,1,2,BETNAN,LO,NA,NA,2022-06-18,11,1.2_BETNAN
1.2,1,2,BETNAN,LO,NA,NA,2022-06-20,14,1.2_BETNAN
1.2,1,2,BETNAN,LO,NA,NA,2022-06-22,23,1.2_BETNAN
1.2,1,2,BETNAN,LO,NA,NA,2022-06-24,24,1.2_BETNAN
1.2,1,2,BETNAN,LO,NA,NA,2022-06-27,24,1.2_BETNAN
1.2,1,2,BETNAN,new stem (mm),NA,NA,2022-06-27,4,1.2_BETNAN
1.2,1,2,BETNAN,new stem (mm),NA,NA,2022-06-27,8,1.2_BETNAN
1.2,1,2,BETNAN,new stem (mm),NA,NA,2022-06-27,10,1.2_BETNAN
1.2,1,2,SALPUL,BB,NA,NA,2022-06-09,29,1.2_SALPUL
1.2,1,2,SALPUL,LE,NA,NA,2022-06-13,19,1.2_SALPUL
1.2,1,2,SALPUL,LE,NA,NA,2022-06-15,19,1.2_SALPUL
1.2,1,2,SALPUL,LE,NA,NA,2022-06-18,29,1.2_SALPUL
1.2,1,2,SALPUL,LE,NA,NA,2022-06-20,3,1.2_SALPUL
1.2,1,2,SALPUL,LO,NA,NA,2022-06-20,26,1.2_SALPUL
1.2,1,2,SALPUL,LO,NA,NA,2022-06-22,29,1.2_SALPUL
1.2,1,2,SALPUL,LO,NA,NA,2022-06-24,29,1.2_SALPUL
1.2,1,2,SALPUL,LO,NA,NA,2022-06-27,29,1.2_SALPUL
1.2,1,2,LEDPAL,2,NA,NA,2022-06-09,1,1.2_LEDPAL
1.2,1,2,LEDPAL,2,NA,NA,2022-06-15,2,1.2_LEDPAL
1.2,1,2,LEDPAL,3,NA,NA,2022-06-09,4,1.2_LEDPAL
1.2,1,2,LEDPAL,3,NA,NA,2022-06-13,1,1.2_LEDPAL
1.2,1,2,LEDPAL,3,NA,NA,2022-06-15,1,1.2_LEDPAL
1.2,1,2,LEDPAL,3,NA,NA,2022-06-18,1,1.2_LEDPAL
1.2,1,2,LEDPAL,3,NA,NA,2022-06-20,1,1.2_LEDPAL
1.2,1,2,LEDPAL,3,NA,NA,2022-06-22,1,1.2_LEDPAL
1.2,1,2,LEDPAL,3,NA,NA,2022-06-24,2,1.2_LEDPAL
1.2,1,2,LEDPAL,4,NA,NA,2022-06-13,4,1.2_LEDPAL
1.2,1,2,LEDPAL,4,NA,NA,2022-06-15,2,1.2_LEDPAL
1.2,1,2,LEDPAL,4,NA,NA,2022-06-18,3,1.2_LEDPAL
1.2,1,2,LEDPAL,4,NA,NA,2022-06-20,3,1.2_LEDPAL
1.2,1,2,LEDPAL,4,NA,NA,2022-06-22,3,1.2_LEDPAL
1.2,1,2,LEDPAL,4,NA,NA,2022-06-24,2,1.2_LEDPAL
1.2,1,2,LEDPAL,4,NA,NA,2022-06-27,4,1.2_LEDPAL
1.2,1,2,LEDPAL,sub_4,NA,NA,2022-06-27,16,1.2_LEDPAL
1.2,1,2,LEDPAL,sub_senescing,NA,NA,2022-06-27,4,1.2_LEDPAL
1.2,1,2,VACVIT,1,NA,NA,2022-06-09,14,1.2_VACVIT
1.2,1,2,VACVIT,1,NA,NA,2022-06-13,11,1.2_VACVIT
1.2,1,2,VACVIT,1,NA,NA,2022-06-15,18,1.2_VACVIT
1.2,1,2,VACVIT,1,NA,NA,2022-06-18,8,1.2_VACVIT
1.2,1,2,VACVIT,1,NA,NA,2022-06-20,8,1.2_VACVIT
1.2,1,2,VACVIT,1,NA,NA,2022-06-22,8,1.2_VACVIT
1.2,1,2,VACVIT,1,NA,NA,2022-06-24,8,1.2_VACVIT
1.2,1,2,VACVIT,2,NA,NA,2022-06-09,12,1.2_VACVIT
1.2,1,2,VACVIT,2,NA,NA,2022-06-13,10,1.2_VACVIT
1.2,1,2,VACVIT,2,NA,NA,2022-06-15,9,1.2_VACVIT
1.2,1,2,VACVIT,2,NA,NA,2022-06-18,4,1.2_VACVIT
1.2,1,2,VACVIT,2,NA,NA,2022-06-20,4,1.2_VACVIT
1.2,1,2,VACVIT,2,NA,NA,2022-06-22,4,1.2_VACVIT
1.2,1,2,VACVIT,2,NA,NA,2022-06-24,4,1.2_VACVIT
1.2,1,2,VACVIT,2,NA,NA,2022-06-27,8,1.2_VACVIT
1.2,1,2,VACVIT,3,NA,NA,2022-06-18,9,1.2_VACVIT
1.2,1,2,VACVIT,3,NA,NA,2022-06-20,8,1.2_VACVIT
1.2,1,2,VACVIT,3,NA,NA,2022-06-22,8,1.2_VACVIT
1.2,1,2,VACVIT,3,NA,NA,2022-06-24,8,1.2_VACVIT
1.2,1,2,VACVIT,3,NA,NA,2022-06-27,12,1.2_VACVIT
1.2,1,2,CARBIG,mm,O,NA,2022-06-09,30,1.2_CARBIG
1.2,1,2,CARBIG,mm,O,NA,2022-06-13,31,1.2_CARBIG
1.2,1,2,CARBIG,mm,O,NA,2022-06-15,32,1.2_CARBIG
1.2,1,2,CARBIG,mm,O,NA,2022-06-18,30,1.2_CARBIG
1.2,1,2,CARBIG,mm,O,NA,2022-06-20,30,1.2_CARBIG
1.2,1,2,CARBIG,mm,O,NA,2022-06-22,33,1.2_CARBIG
1.2,1,2,CARBIG,mm,O,NA,2022-06-24,40,1.2_CARBIG
1.2,1,2,CARBIG,mm,O,NA,2022-06-27,40,1.2_CARBIG
1.2,1,2,CARBIG,mm,T,NA,2022-06-09,36,1.2_CARBIG
1.2,1,2,CARBIG,mm,T,NA,2022-06-13,36,1.2_CARBIG
1.2,1,2,CARBIG,mm,T,NA,2022-06-15,39,1.2_CARBIG
1.2,1,2,CARBIG,mm,T,NA,2022-06-18,34,1.2_CARBIG
1.2,1,2,CARBIG,mm,T,NA,2022-06-20,37,1.2_CARBIG
1.2,1,2,CARBIG,mm,T,NA,2022-06-22,38,1.2_CARBIG
1.2,1,2,CARBIG,mm,T,NA,2022-06-24,34,1.2_CARBIG
1.2,1,2,CARBIG,mm,T,NA,2022-06-27,34,1.2_CARBIG
1.2,1,2,CARBIG,mm,NA,NA,2022-06-09,40,1.2_CARBIG
1.2,1,2,CARBIG,mm,NA,NA,2022-06-20,28,1.2_CARBIG
1.2,1,2,CARBIG,mm,NA,NA,2022-06-22,28,1.2_CARBIG
1.2,1,2,CARBIG,mm,NA,NA,2022-06-24,38,1.2_CARBIG
1.2,1,2,CARBIG,mm,NA,NA,2022-06-27,38,1.2_CARBIG
1.2,1,2,ERIVAG,mm,O,NA,2022-06-09,94,1.2_ERIVAG
1.2,1,2,ERIVAG,mm,O,NA,2022-06-13,92,1.2_ERIVAG
1.2,1,2,ERIVAG,mm,O,NA,2022-06-15,93,1.2_ERIVAG
1.2,1,2,ERIVAG,mm,O,NA,2022-06-18,90,1.2_ERIVAG
1.2,1,2,ERIVAG,mm,O,NA,2022-06-20,95,1.2_ERIVAG
1.2,1,2,ERIVAG,mm,O,NA,2022-06-22,94,1.2_ERIVAG
1.2,1,2,ERIVAG,mm,O,NA,2022-06-24,95,1.2_ERIVAG
1.2,1,2,ERIVAG,mm,O,NA,2022-06-27,95,1.2_ERIVAG
1.2,1,2,ERIVAG,mm,NA,NA,2022-06-22,24,1.2_ERIVAG
1.2,1,2,ERIVAG,mm,NA,NA,2022-06-24,40,1.2_ERIVAG
1.2,1,2,ERIVAG,mm,NA,NA,2022-06-27,58,1.2_ERIVAG
1.3,1,3,BETNAN,BB,NA,NA,2022-06-09,15,1.3_BETNAN
1.3,1,3,BETNAN,LE,NA,NA,2022-06-13,16,1.3_BETNAN
1.3,1,3,BETNAN,LE,NA,NA,2022-06-15,16,1.3_BETNAN
1.3,1,3,BETNAN,LO,NA,NA,2022-06-18,16,1.3_BETNAN
1.3,1,3,BETNAN,LO,NA,NA,2022-06-20,16,1.3_BETNAN
1.3,1,3,BETNAN,LO,NA,NA,2022-06-22,16,1.3_BETNAN
1.3,1,3,BETNAN,LO,NA,NA,2022-06-24,16,1.3_BETNAN
1.3,1,3,BETNAN,LO,NA,NA,2022-06-27,16,1.3_BETNAN
1.3,1,3,SALPUL,BB,NA,NA,2022-06-09,8,1.3_SALPUL
1.3,1,3,SALPUL,BB,NA,NA,2022-06-13,7,1.3_SALPUL
1.3,1,3,SALPUL,BB,NA,NA,2022-06-15,4,1.3_SALPUL
1.3,1,3,SALPUL,BB,NA,NA,2022-06-18,3,1.3_SALPUL
1.3,1,3,SALPUL,BB,NA,NA,2022-06-20,1,1.3_SALPUL
1.3,1,3,SALPUL,BB,NA,NA,2022-06-22,3,1.3_SALPUL
1.3,1,3,SALPUL,BB,NA,NA,2022-06-24,1,1.3_SALPUL
1.3,1,3,SALPUL,LE,NA,NA,2022-06-13,1,1.3_SALPUL
1.3,1,3,SALPUL,LE,NA,NA,2022-06-15,7,1.3_SALPUL
1.3,1,3,SALPUL,LE,NA,NA,2022-06-18,7,1.3_SALPUL
1.3,1,3,SALPUL,LE,NA,NA,2022-06-20,4,1.3_SALPUL
1.3,1,3,SALPUL,LE,NA,NA,2022-06-22,3,1.3_SALPUL
1.3,1,3,SALPUL,LE,NA,NA,2022-06-24,4,1.3_SALPUL
1.3,1,3,SALPUL,LO,NA,NA,2022-06-18,2,1.3_SALPUL
1.3,1,3,SALPUL,LO,NA,NA,2022-06-20,7,1.3_SALPUL
1.3,1,3,SALPUL,LO,NA,NA,2022-06-22,8,1.3_SALPUL
1.3,1,3,SALPUL,LO,NA,NA,2022-06-24,9,1.3_SALPUL
1.3,1,3,SALPUL,LO,NA,NA,2022-06-27,14,1.3_SALPUL
1.3,1,3,SALPUL,flowers,NA,NA,2022-06-13,3,1.3_SALPUL
1.3,1,3,SALPUL,flowers,NA,NA,2022-06-15,3,1.3_SALPUL
1.3,1,3,SALPUL,flowers,NA,NA,2022-06-18,2,1.3_SALPUL
1.3,1,3,SALPUL,flowers,NA,NA,2022-06-20,2,1.3_SALPUL
1.3,1,3,SALPUL,flowers,NA,NA,2022-06-22,2,1.3_SALPUL
1.3,1,3,SALPUL,flowers,NA,NA,2022-06-24,1,1.3_SALPUL
1.3,1,3,LEDPAL,3,NA,NA,2022-06-09,7,1.3_LEDPAL
1.3,1,3,LEDPAL,3,NA,NA,2022-06-13,3,1.3_LEDPAL
1.3,1,3,LEDPAL,3,NA,NA,2022-06-15,13,1.3_LEDPAL
1.3,1,3,LEDPAL,3,NA,NA,2022-06-18,11,1.3_LEDPAL
1.3,1,3,LEDPAL,3,NA,NA,2022-06-20,5,1.3_LEDPAL
1.3,1,3,LEDPAL,3,NA,NA,2022-06-22,5,1.3_LEDPAL
1.3,1,3,LEDPAL,3,NA,NA,2022-06-24,3,1.3_LEDPAL
1.3,1,3,LEDPAL,3,NA,NA,2022-06-27,3,1.3_LEDPAL
